foil_ID, species, incident energy [keV], kF [keV*degrees], sig_kF [keV*degrees], psi_half [degrees], sigma [degrees], sig_sigma [degrees], kappa, sig_kappa
E50, H, 10.000000, 23.635218, 2.856988, 2.467584, 2.724267, 0.011018, 2.111794, 0.016082
E50, H, 15.000000, 23.635218, 2.856988, 1.829950, 2.016958, 0.007941, 2.073478, 0.013361
E50, H, 20.000000, 23.635218, 2.856988, 1.097895, 1.200571, 0.005650, 1.900655, 0.010108
E51, H, 5.000000, 23.166925, 1.124482, 4.553553, 4.937200, 0.012097, 1.750041, 0.009293
E51, H, 10.000000, 23.166925, 1.124482, 2.263262, 2.480433, 0.006350, 1.948422, 0.008236
E51, H, 15.000000, 23.166925, 1.124482, 1.660233, 1.828346, 0.005200, 2.053731, 0.010121
E51, H, 20.000000, 23.166925, 1.124482, 1.122349, 1.224549, 0.004200, 1.859784, 0.008963
E6, H, 5.000000, 19.097290, 1.787838, 3.791134, 4.110225, 0.011140, 1.748770, 0.008815
E6, H, 10.000000, 19.097290, 1.787838, 1.903102, 2.069777, 0.007309, 1.801045, 0.009650
E6, H, 15.000000, 19.097290, 1.787838, 1.341054, 1.463188, 0.004685, 1.860152, 0.009023
E6, H, 20.000000, 19.097290, 1.787838, 1.060445, 1.161618, 0.003662, 1.937440, 0.009401
E6, H, 30.000000, 19.097290, 1.787838, 0.550150, 0.594568, 0.002586, 1.695227, 0.008885
E8, H, 5.000000, 29.137691, 0.715433, 5.809974, 6.368000, 0.021400, 1.950164, 0.019302
E8, H, 10.000000, 29.137691, 0.715433, 2.925188, 3.221236, 0.015139, 2.052499, 0.020082
E8, H, 15.000000, 29.137691, 0.715433, 1.925819, 2.120125, 0.008220, 2.046126, 0.014381
E8, H, 20.000000, 29.137691, 0.715433, 1.512786, 1.666323, 0.006744, 2.058321, 0.015365
E8, H, 30.000000, 29.137691, 0.715433, 0.942632, 1.032955, 0.004403, 1.945597, 0.013533
C8, H, 10.000000, 19.751846, 1.440934, 2.087780, 2.287952, 0.004186, 1.946858, 0.005954
C8, H, 15.000000, 19.751846, 1.440934, 1.376768, 1.505851, 0.003026, 1.906558, 0.005847
C8, H, 20.000000, 19.751846, 1.440934, 1.049914, 1.147241, 0.002654, 1.886713, 0.006656
C8, H, 5.000000, 19.751846, 1.440934, 3.955723, 4.293139, 0.005990, 1.765868, 0.004803
D14, H, 5.000000, 14.445868, 0.853776, 2.653725, 2.858501, 0.005010, 1.648013, 0.004188
D14, H, 10.000000, 14.445868, 0.853776, 1.484467, 1.618192, 0.004298, 1.843458, 0.007147
D14, H, 15.000000, 14.445868, 0.853776, 0.971145, 1.053974, 0.002315, 1.765501, 0.005098
D14, H, 20.000000, 14.445868, 0.853776, 0.758879, 0.823698, 0.002536, 1.767222, 0.007572
D15, H, 5.000000, 14.883495, 1.071994, 2.685282, 2.848056, 0.008137, 1.450021, 0.005650
D15, H, 10.000000, 14.883495, 1.071994, 1.503427, 1.618929, 0.004436, 1.643434, 0.005525
D15, H, 15.000000, 14.883495, 1.071994, 1.056441, 1.138722, 0.002644, 1.658137, 0.004878
D15, H, 20.000000, 14.883495, 1.071994, 0.767027, 0.826187, 0.002864, 1.647410, 0.006899
D7, H, 5.000000, 16.548758, 0.963889, 3.061929, 3.294752, 0.007604, 1.632399, 0.005894
D7, H, 10.000000, 16.548758, 0.963889, 1.646112, 1.774051, 0.004475, 1.655811, 0.005523
D7, H, 15.000000, 16.548758, 0.963889, 1.170775, 1.271697, 0.003008, 1.779150, 0.005687
D7, H, 20.000000, 16.548758, 0.963889, 0.847310, 0.913517, 0.002781, 1.661150, 0.005990
D8, H, 5.000000, 14.926036, 0.698191, 2.816112, 3.012299, 0.006158, 1.552067, 0.004709
D8, H, 10.000000, 14.926036, 0.698191, 1.500053, 1.626991, 0.004750, 1.755625, 0.007389
D8, H, 15.000000, 14.926036, 0.698191, 1.052347, 1.143746, 0.002456, 1.788339, 0.005313
D8, H, 20.000000, 14.926036, 0.698191, 0.744340, 0.806415, 0.002389, 1.736416, 0.006671
Jad01, H, 5.000000, 15.106059, 0.375492, 2.936544, 3.201392, 0.012233, 1.845569, 0.012795
Jad01, H, 10.000000, 15.106059, 0.375492, 1.492789, 1.628060, 0.001707, 1.852679, 0.002905
Jad01, H, 15.000000, 15.106059, 0.375492, 1.034605, 1.130526, 0.001555, 1.887393, 0.003919
Jad01, H, 20.000000, 15.106059, 0.375492, 0.765428, 0.835223, 0.002066, 1.861747, 0.006791
Jad02, H, 5.000000, 15.153748, 0.485334, 2.903710, 3.165152, 0.007511, 1.843082, 0.007514
Jad02, H, 10.000000, 15.153748, 0.485334, 1.507884, 1.645024, 0.002091, 1.858243, 0.003661
Jad02, H, 15.000000, 15.153748, 0.485334, 1.041148, 1.135446, 0.001274, 1.851976, 0.003135
Jad02, H, 20.000000, 15.153748, 0.485334, 0.771179, 0.841780, 0.001045, 1.867918, 0.003444
Jad03, H, 5.000000, 11.798711, 0.649258, 2.361547, 2.560815, 0.008722, 1.751898, 0.009637
Jad03, H, 10.000000, 11.798711, 0.649258, 1.272326, 1.387461, 0.002191, 1.850566, 0.004308
Jad03, H, 15.000000, 11.798711, 0.649258, 0.769101, 0.834490, 0.001749, 1.761197, 0.004654
Jad03, H, 20.000000, 11.798711, 0.649258, 0.559073, 0.602917, 0.001316, 1.663827, 0.004313
Jad04, H, 5.000000, 13.415456, 0.802130, 2.589980, 2.823662, 0.008247, 1.845946, 0.009215
Jad04, H, 10.000000, 13.415456, 0.802130, 1.312717, 1.431345, 0.001987, 1.848439, 0.003702
Jad04, H, 15.000000, 13.415456, 0.802130, 0.866008, 0.944312, 0.001674, 1.849235, 0.004651
Jad04, H, 20.000000, 13.415456, 0.802130, 0.733401, 0.799530, 0.000814, 1.844595, 0.002895
Jad05, H, 5.000000, 13.283061, 0.462700, 2.596423, 2.820230, 0.007159, 1.778295, 0.007678
Jad05, H, 10.000000, 13.283061, 0.462700, 1.313782, 1.432761, 0.002281, 1.851695, 0.004339
Jad05, H, 15.000000, 13.283061, 0.462700, 0.869894, 0.947635, 0.001195, 1.831754, 0.003190
Jad05, H, 20.000000, 13.283061, 0.462700, 0.699417, 0.762768, 0.001512, 1.849516, 0.005485
Jad06, H, 5.000000, 12.911199, 0.146706, 2.560873, 2.793580, 0.008010, 1.857236, 0.009413
Jad06, H, 10.000000, 12.911199, 0.146706, 1.286187, 1.402423, 0.001726, 1.848461, 0.003311
Jad06, H, 15.000000, 12.911199, 0.146706, 0.856749, 0.933804, 0.000887, 1.841069, 0.002485
Jad06, H, 20.000000, 12.911199, 0.146706, 0.656492, 0.713901, 0.000913, 1.798042, 0.003310
Jad07, H, 5.000000, 16.422808, 0.228463, 3.233872, 3.544722, 0.011108, 1.951602, 0.012880
Jad07, H, 10.000000, 16.422808, 0.228463, 1.637039, 1.792852, 0.001468, 1.933443, 0.002566
Jad07, H, 15.000000, 16.422808, 0.228463, 1.095552, 1.200482, 0.002041, 1.944840, 0.005096
Jad07, H, 20.000000, 16.422808, 0.228463, 0.836149, 0.914033, 0.002301, 1.895482, 0.007308
Jad08, H, 5.000000, 15.761096, 0.404103, 3.070330, 3.347989, 0.008424, 1.849602, 0.008517
Jad08, H, 10.000000, 15.761096, 0.404103, 1.550242, 1.698712, 0.001114, 1.945088, 0.002030
Jad08, H, 15.000000, 15.761096, 0.404103, 1.066468, 1.165739, 0.001293, 1.893170, 0.003201
Jad08, H, 20.000000, 15.761096, 0.404103, 0.810442, 0.886078, 0.002117, 1.898842, 0.006961
Jad09, H, 5.000000, 14.909305, 0.394930, 2.884376, 3.144659, 0.008982, 1.846423, 0.009201
Jad09, H, 10.000000, 14.909305, 0.394930, 1.478310, 1.615935, 0.002497, 1.894173, 0.004539
Jad09, H, 15.000000, 14.909305, 0.394930, 1.020337, 1.115375, 0.002151, 1.895310, 0.005553
Jad09, H, 20.000000, 14.909305, 0.394930, 0.757142, 0.826166, 0.001911, 1.861441, 0.006492
Jad10, H, 5.000000, 15.368815, 0.347969, 3.006343, 3.287051, 0.007994, 1.901470, 0.008724
Jad10, H, 10.000000, 15.368815, 0.347969, 1.515937, 1.661093, 0.001664, 1.944632, 0.003025
Jad10, H, 15.000000, 15.368815, 0.347969, 1.053974, 1.154571, 0.001710, 1.938234, 0.004500
Jad10, H, 20.000000, 15.368815, 0.347969, 0.774320, 0.846916, 0.002002, 1.906343, 0.007004
Jad11, H, 5.000000, 15.500259, 0.201344, 3.066999, 3.358920, 0.008274, 1.933481, 0.008970
Jad11, H, 10.000000, 15.500259, 0.201344, 1.535976, 1.680273, 0.002236, 1.909624, 0.003896
Jad11, H, 15.000000, 15.500259, 0.201344, 1.051479, 1.149119, 0.001478, 1.889514, 0.003689
Jad11, H, 20.000000, 15.500259, 0.201344, 0.776901, 0.848387, 0.001622, 1.875806, 0.005362
Jad12, H, 5.000000, 15.962075, 0.424730, 3.156231, 3.459289, 0.009095, 1.949617, 0.010177
Jad12, H, 10.000000, 15.962075, 0.424730, 1.553503, 1.702447, 0.002519, 1.946997, 0.004514
Jad12, H, 15.000000, 15.962075, 0.424730, 1.067529, 1.169445, 0.001357, 1.938680, 0.003434
Jad12, H, 20.000000, 15.962075, 0.424730, 0.826810, 0.905166, 0.001434, 1.925417, 0.004836
Jad13, H, 5.000000, 15.886308, 0.354963, 3.120055, 3.418889, 0.006027, 1.944930, 0.006455
Jad13, H, 10.000000, 15.886308, 0.354963, 1.559182, 1.709406, 0.002459, 1.955702, 0.004433
Jad13, H, 15.000000, 15.886308, 0.354963, 1.069890, 1.172065, 0.001553, 1.939295, 0.003917
Jad13, H, 20.000000, 15.886308, 0.354963, 0.815835, 0.891913, 0.001967, 1.897496, 0.006421
Jad14, H, 5.000000, 15.864899, 0.464339, 3.113981, 3.412632, 0.014904, 1.947437, 0.017946
Jad14, H, 10.000000, 15.864899, 0.464339, 1.547716, 1.695385, 0.002702, 1.938446, 0.004767
Jad14, H, 15.000000, 15.864899, 0.464339, 1.061483, 1.160101, 0.001867, 1.890084, 0.004629
Jad14, H, 20.000000, 15.864899, 0.464339, 0.825539, 0.901300, 0.002445, 1.872820, 0.007891
Jad15, H, 5.000000, 16.466589, 0.688894, 3.103376, 3.365282, 0.013695, 1.752290, 0.013120
Jad15, H, 10.000000, 16.466589, 0.688894, 1.649457, 1.806550, 0.002458, 1.934535, 0.004118
Jad15, H, 15.000000, 16.466589, 0.688894, 1.124062, 1.231638, 0.001936, 1.943715, 0.004633
Jad15, H, 20.000000, 16.466589, 0.688894, 0.851840, 0.929739, 0.001851, 1.866689, 0.005724
HIS, H, 5.000000, 15.623125, 0.411769, 3.213458, 3.483771, 0.001851, 1.747963, 0.005724
HIS, H, 10.000000, 15.623125, 0.411769, 1.539470, 1.668165, 0.001851, 1.740277, 0.005724
HIS, H, 15.000000, 15.623125, 0.411769, 1.057944, 1.153272, 0.001851, 1.843635, 0.005724
HIS, H, 20.000000, 15.623125, 0.411769, 0.758881, 0.825417, 0.001851, 1.802156, 0.005724
B06a, H, 3.000000, 24.753403, 1.559398, 8.461350, 9.226572, 0.009056, 1.849681, 0.007263
B06a, H, 5.000000, 24.753403, 1.559398, 5.087358, 5.599918, 0.007516, 2.042962, 0.007316
B06a, H, 10.000000, 24.753403, 1.559398, 2.574845, 2.845582, 0.001761, 2.137732, 0.002546
B06a, H, 15.000000, 24.753403, 1.559398, 1.698804, 1.870861, 0.002086, 2.054087, 0.004001
B06a, H, 20.000000, 24.753403, 1.559398, 1.270938, 1.398973, 0.001522, 2.042492, 0.003634
B07a, H, 3.000000, 22.018984, 1.307917, 7.495096, 8.173136, 0.006586, 1.850159, 0.004922
B07a, H, 5.000000, 22.018984, 1.307917, 4.519171, 4.975946, 0.003262, 2.049780, 0.003260
B07a, H, 10.000000, 22.018984, 1.307917, 2.287668, 2.519043, 0.002411, 2.051128, 0.003628
B07a, H, 15.000000, 22.018984, 1.307917, 1.508249, 1.660206, 0.001669, 2.043032, 0.003329
B07a, H, 20.000000, 22.018984, 1.307917, 1.132225, 1.244538, 0.001598, 2.008838, 0.004146
B08a, H, 3.000000, 20.917025, 1.503083, 6.942585, 7.561635, 0.006223, 1.828228, 0.004700
B08a, H, 5.000000, 20.917025, 1.503083, 4.249315, 4.678745, 0.003699, 2.049435, 0.003847
B08a, H, 10.000000, 20.917025, 1.503083, 2.141279, 2.357678, 0.002267, 2.049472, 0.003495
B08a, H, 15.000000, 20.917025, 1.503083, 1.430390, 1.573099, 0.001226, 2.022075, 0.002563
B08a, H, 20.000000, 20.917025, 1.503083, 1.064549, 1.167165, 0.001125, 1.956874, 0.002993
B09a, H, 5.000000, 23.653570, 1.958282, 4.793406, 5.253998, 0.004638, 1.950936, 0.004322
B09a, H, 10.000000, 23.653570, 1.958282, 2.418549, 2.662962, 0.002367, 2.049482, 0.003318
B09a, H, 15.000000, 23.653570, 1.958282, 1.647802, 1.813802, 0.001802, 2.042653, 0.003458
B09a, H, 20.000000, 23.653570, 1.958282, 1.220522, 1.340613, 0.001589, 1.994116, 0.003784
B10a, H, 5.000000, 23.481129, 1.385771, 4.872359, 5.364049, 0.004218, 2.046551, 0.004052
B10a, H, 10.000000, 23.481129, 1.385771, 2.457385, 2.714681, 0.001832, 2.128293, 0.002742
B10a, H, 15.000000, 23.481129, 1.385771, 1.658323, 1.826823, 0.001986, 2.061214, 0.003942
B10a, H, 20.000000, 23.481129, 1.385771, 1.258495, 1.385914, 0.001763, 2.053448, 0.004440
B15a, H, 5.000000, 36.706184, 4.309705, 8.867130, 9.669092, 0.008611, 1.849768, 0.006905
B15a, H, 10.000000, 36.706184, 4.309705, 4.289877, 4.709418, 0.004487, 1.980115, 0.004479
B15a, H, 15.000000, 36.706184, 4.309705, 2.862943, 3.152501, 0.003064, 2.051129, 0.003947
B15a, H, 20.000000, 36.706184, 4.309705, 2.167268, 2.395990, 0.002786, 2.146773, 0.004572
B15b, H, 5.000000, 30.262434, 3.013714, 6.415896, 7.120675, 0.005582, 2.249968, 0.006111
B15b, H, 10.000000, 30.262434, 3.013714, 3.171892, 3.520328, 0.002495, 2.250005, 0.003600
B15b, H, 15.000000, 30.262434, 3.013714, 2.122648, 2.355661, 0.002126, 2.248005, 0.004045
B15b, H, 20.000000, 30.262434, 3.013714, 1.565151, 1.732326, 0.002026, 2.175652, 0.004718
B20a, H, 5.000000, 28.678566, 2.117452, 6.220964, 6.927978, 0.005574, 2.349104, 0.006689
B20a, H, 10.000000, 28.678566, 2.117452, 3.064208, 3.398909, 0.002807, 2.234130, 0.003983
B20a, H, 15.000000, 28.678566, 2.117452, 2.047259, 2.264267, 0.002350, 2.157776, 0.004290
B20a, H, 20.000000, 28.678566, 2.117452, 1.501524, 1.659824, 0.002197, 2.144399, 0.004968
C8, H, 3.000000, 19.751846, 1.440934, 6.200867, 6.681142, 0.006080, 1.652080, 0.004067
C8, H, 5.000000, 19.751846, 1.440934, 3.796423, 4.160654, 0.003476, 1.948203, 0.003340
C8, H, 10.000000, 19.751846, 1.440934, 1.944473, 2.132721, 0.001962, 1.964312, 0.003054
C8, H, 15.000000, 19.751846, 1.440934, 1.301170, 1.426413, 0.001653, 1.953966, 0.003602
C8, H, 20.000000, 19.751846, 1.440934, 0.952416, 1.041412, 0.001344, 1.900902, 0.003642
B05a, Ar, 30.000000, 191.363525, 1.901196, 6.315720, 6.473436, 0.002263, 1.149563, 0.000755
B05a, Ar, 40.000000, 191.363525, 1.901196, 4.784095, 4.904617, 0.001472, 1.151029, 0.000573
B05a, Ar, 50.000000, 191.363525, 1.901196, 3.865481, 4.015062, 0.001971, 1.249690, 0.000906
B05a, H, 5.000000, 19.112856, 0.421787, 3.711597, 4.024064, 0.002908, 1.749016, 0.002335
B05a, H, 10.000000, 19.112856, 0.421787, 1.911730, 2.094544, 0.001272, 1.942297, 0.001831
B05a, H, 15.000000, 19.112856, 0.421787, 1.281228, 1.403674, 0.001155, 1.940846, 0.002347
B05a, H, 20.000000, 19.112856, 0.421787, 0.978582, 1.070158, 0.001132, 1.903494, 0.002944
B05a, He, 5.000000, 33.753338, 1.764979, 6.112938, 6.417873, 0.005885, 1.344576, 0.002575
B05a, He, 10.000000, 33.753338, 1.764979, 3.325210, 3.581870, 0.003903, 1.648427, 0.002914
B05a, He, 15.000000, 33.753338, 1.764979, 2.288009, 2.480638, 0.004024, 1.749107, 0.004191
B05a, He, 20.000000, 33.753338, 1.764979, 1.736381, 1.884064, 0.002549, 1.761965, 0.003470
B05a, He, 30.000000, 33.753338, 1.764979, 1.155423, 1.257170, 0.001566, 1.808097, 0.003069
B05a, He, 40.000000, 33.753338, 1.764979, 0.880472, 0.957648, 0.001333, 1.802137, 0.003468
B05a, N, 10.000000, 91.975754, 3.555027, 8.810512, 9.117021, 0.008577, 1.220685, 0.003709
B05a, N, 20.000000, 91.975754, 3.555027, 4.445511, 4.669922, 0.001810, 1.350122, 0.000944
B05a, N, 30.000000, 91.975754, 3.555027, 3.079269, 3.265811, 0.001213, 1.449622, 0.000792
B05a, N, 40.000000, 91.975754, 3.555027, 2.353921, 2.516920, 0.001605, 1.547225, 0.001277
B05a, N, 50.000000, 91.975754, 3.555027, 1.932072, 2.067318, 0.001217, 1.556055, 0.001179
B05b, Ar, 30.000000, 181.886780, 15.728609, 6.171359, 6.335789, 0.002667, 1.161244, 0.000981
B05b, Ar, 40.000000, 181.886780, 15.728609, 4.704685, 4.887441, 0.001904, 1.250840, 0.000853
B05b, Ar, 50.000000, 181.886780, 15.728609, 3.827960, 4.022018, 0.001746, 1.352079, 0.000939
B05b, H, 5.000000, 17.750004, 1.431780, 3.638763, 3.987920, 0.002551, 1.948392, 0.002543
B05b, H, 10.000000, 17.750004, 1.431780, 1.876627, 2.065474, 0.001670, 2.040387, 0.002761
B05b, H, 15.000000, 17.750004, 1.431780, 1.260353, 1.382061, 0.001370, 1.960290, 0.003120
B05b, H, 20.000000, 17.750004, 1.431780, 0.937044, 1.026317, 0.000921, 1.935069, 0.002597
B05b, He, 5.000000, 33.331093, 1.374132, 6.203608, 6.578413, 0.007416, 1.447842, 0.003844
B05b, He, 10.000000, 33.331093, 1.374132, 3.252735, 3.527031, 0.003540, 1.751192, 0.003205
B05b, He, 15.000000, 33.331093, 1.374132, 2.238338, 2.440874, 0.004440, 1.850469, 0.005495
B05b, He, 20.000000, 33.331093, 1.374132, 1.724272, 1.889057, 0.002313, 1.941277, 0.003708
B05b, He, 30.000000, 33.331093, 1.374132, 1.143868, 1.251224, 0.002436, 1.907331, 0.005480
B05b, He, 40.000000, 33.331093, 1.374132, 0.855114, 0.932779, 0.001581, 1.855924, 0.004557
B05b, N, 10.000000, 90.982231, 3.835930, 8.658116, 9.089677, 0.007767, 1.349853, 0.003630
B05b, N, 20.000000, 90.982231, 3.835930, 4.385385, 4.651271, 0.003883, 1.450176, 0.002278
B05b, N, 30.000000, 90.982231, 3.835930, 3.056754, 3.273108, 0.001832, 1.565889, 0.001407
B05b, N, 40.000000, 90.982231, 3.835930, 2.343291, 2.524474, 0.001375, 1.650186, 0.001304
B05b, N, 50.000000, 90.982231, 3.835930, 1.910222, 2.058858, 0.001710, 1.656794, 0.001955
B06a, Ar, 30.000000, 252.239883, 41.019333, 9.402151, 9.748077, 0.005431, 1.234600, 0.002125
B06a, Ar, 40.000000, 252.239883, 41.019333, 7.193618, 7.574971, 0.003311, 1.372814, 0.001622
B06a, Ar, 50.000000, 252.239883, 41.019333, 5.714844, 6.024696, 0.003755, 1.387725, 0.001879
B06a, H, 5.000000, 24.753403, 1.559398, 5.046015, 5.550989, 0.003815, 2.028763, 0.003666
B06a, H, 10.000000, 24.753403, 1.559398, 2.568519, 2.829758, 0.001867, 2.063358, 0.002646
B06a, H, 15.000000, 24.753403, 1.559398, 1.692684, 1.864083, 0.001723, 2.053635, 0.003295
B06a, H, 20.000000, 24.753403, 1.559398, 1.270699, 1.398635, 0.001208, 2.041222, 0.002865
B06a, He, 5.000000, 44.007015, 3.416932, 8.869245, 9.383391, 0.015743, 1.428417, 0.007929
B06a, He, 10.000000, 44.007015, 3.416932, 4.568498, 4.981690, 0.005972, 1.849808, 0.005044
B06a, He, 15.000000, 44.007015, 3.416932, 3.092987, 3.389516, 0.006083, 1.946773, 0.006719
B06a, He, 20.000000, 44.007015, 3.416932, 2.332709, 2.557059, 0.003931, 1.952466, 0.005392
B06a, He, 30.000000, 44.007015, 3.416932, 1.534094, 1.681228, 0.002321, 1.947579, 0.004226
B06a, He, 40.000000, 44.007015, 3.416932, 1.136588, 1.245190, 0.001834, 1.941012, 0.004303
B06a, N, 10.000000, 125.962891, 12.705430, 13.695392, 14.478987, 0.012778, 1.421403, 0.007296
B06a, N, 20.000000, 125.962891, 12.705430, 6.353986, 6.738433, 0.004934, 1.448765, 0.002523
B06a, N, 30.000000, 125.962891, 12.705430, 4.315780, 4.615860, 0.003344, 1.550581, 0.002196
B06a, N, 40.000000, 125.962891, 12.705430, 3.282013, 3.535950, 0.003260, 1.650893, 0.002627
B06a, N, 50.000000, 125.962891, 12.705430, 2.659770, 2.865889, 0.001842, 1.652699, 0.001712
B06b, Ar, 30.000000, 178.065918, 15.022903, 5.943423, 6.086314, 0.002692, 1.143368, 0.000944
B06b, Ar, 40.000000, 178.065918, 15.022903, 4.570685, 4.747853, 0.002516, 1.250205, 0.001098
B06b, Ar, 50.000000, 178.065918, 15.022903, 3.710512, 3.897856, 0.001766, 1.350233, 0.000925
B06b, H, 5.000000, 18.197023, 0.642830, 3.578192, 3.920654, 0.003385, 1.943652, 0.003394
B06b, H, 10.000000, 18.197023, 0.642830, 1.846264, 2.031179, 0.001428, 2.030279, 0.002380
B06b, H, 15.000000, 18.197023, 0.642830, 1.244465, 1.364364, 0.000799, 1.955975, 0.001802
B06b, H, 20.000000, 18.197023, 0.642830, 0.900951, 0.985695, 0.001026, 1.911674, 0.002963
B06b, He, 5.000000, 32.776558, 1.288878, 6.090452, 6.456184, 0.008768, 1.443944, 0.004541
B06b, He, 10.000000, 32.776558, 1.288878, 3.225628, 3.497669, 0.003809, 1.751360, 0.003456
B06b, He, 15.000000, 32.776558, 1.288878, 2.230826, 2.444913, 0.003945, 1.948622, 0.005189
B06b, He, 20.000000, 32.776558, 1.288878, 1.683068, 1.843945, 0.002275, 1.941291, 0.003711
B06b, He, 30.000000, 32.776558, 1.288878, 1.111113, 1.211992, 0.001608, 1.855366, 0.003615
B06b, He, 40.000000, 32.776558, 1.288878, 0.840462, 0.916057, 0.001725, 1.840880, 0.004992
B06b, N, 10.000000, 88.327988, 3.476661, 8.439659, 8.851210, 0.008060, 1.338489, 0.003566
B06b, N, 20.000000, 88.327988, 3.476661, 4.299420, 4.560033, 0.003248, 1.450021, 0.001885
B06b, N, 30.000000, 88.327988, 3.476661, 2.926493, 3.130502, 0.002423, 1.552653, 0.001811
B06b, N, 40.000000, 88.327988, 3.476661, 2.268969, 2.444188, 0.001452, 1.648896, 0.001352
B06b, N, 50.000000, 88.327988, 3.476661, 1.859515, 2.003852, 0.001058, 1.654399, 0.001200
B07a, Ar, 30.000000, 226.829132, 29.274183, 8.045972, 8.330916, 0.004618, 1.223504, 0.001726
B07a, Ar, 40.000000, 226.829132, 29.274183, 6.084889, 6.325466, 0.002599, 1.256454, 0.001106
B07a, Ar, 50.000000, 226.829132, 29.274183, 4.871993, 5.118486, 0.002988, 1.351176, 0.001458
B07a, He, 5.000000, 39.164150, 2.695609, 7.675435, 8.063287, 0.014881, 1.350633, 0.006974
B07a, He, 10.000000, 39.164150, 2.695609, 3.953288, 4.288810, 0.005708, 1.759411, 0.004619
B07a, He, 15.000000, 39.164150, 2.695609, 2.752679, 3.016866, 0.004631, 1.948778, 0.005297
B07a, He, 20.000000, 39.164150, 2.695609, 2.046547, 2.235635, 0.003179, 1.882041, 0.004352
B07a, He, 30.000000, 39.164150, 2.695609, 1.349420, 1.476164, 0.002211, 1.909161, 0.004331
B07a, He, 40.000000, 39.164150, 2.695609, 1.042061, 1.136622, 0.002359, 1.855030, 0.005773
B07a, N, 10.000000, 104.662735, 16.060743, 11.042468, 11.199082, 0.009990, 1.102755, 0.003322
B07a, N, 20.000000, 104.662735, 16.060743, 5.514112, 5.848639, 0.003339, 1.450512, 0.001759
B07a, N, 30.000000, 104.662735, 16.060743, 3.761330, 4.022907, 0.002007, 1.550713, 0.001371
B07a, N, 40.000000, 104.662735, 16.060743, 2.865492, 3.086390, 0.003309, 1.647162, 0.002701
B07a, N, 50.000000, 104.662735, 16.060743, 2.318247, 2.497609, 0.001717, 1.650831, 0.001664
B07b, Ar, 30.000000, 204.561401, 1.519057, 6.765153, 7.027008, 0.002708, 1.249769, 0.001052
B07b, Ar, 40.000000, 204.561401, 1.519057, 5.119291, 5.333321, 0.002157, 1.274181, 0.000967
B07b, Ar, 50.000000, 204.561401, 1.519057, 4.119386, 4.326785, 0.001261, 1.348901, 0.000646
B07b, H, 5.000000, 19.566566, 0.229658, 3.878415, 4.252000, 0.002525, 1.955266, 0.002584
B07b, H, 10.000000, 19.566566, 0.229658, 1.952962, 2.149429, 0.001635, 2.040108, 0.002638
B07b, H, 15.000000, 19.566566, 0.229658, 1.326878, 1.460464, 0.001203, 2.041663, 0.002672
B07b, H, 20.000000, 19.566566, 0.229658, 0.972273, 1.066581, 0.001068, 1.967654, 0.003008
B07b, He, 5.000000, 35.537750, 1.651457, 6.520978, 6.850095, 0.008453, 1.350112, 0.003925
B07b, He, 10.000000, 35.537750, 1.651457, 3.544847, 3.863037, 0.003954, 1.838026, 0.003645
B07b, He, 15.000000, 35.537750, 1.651457, 2.345755, 2.558091, 0.004272, 1.851015, 0.005075
B07b, He, 20.000000, 35.537750, 1.651457, 1.842160, 2.018078, 0.002144, 1.939529, 0.003365
B07b, He, 30.000000, 35.537750, 1.651457, 1.218523, 1.333294, 0.002368, 1.914566, 0.005224
B07b, He, 40.000000, 35.537750, 1.651457, 0.919419, 1.005101, 0.001798, 1.896518, 0.005165
B07b, N, 10.000000, 96.436142, 3.398879, 9.245060, 9.580681, 0.009417, 1.231026, 0.003957
B07b, N, 20.000000, 96.436142, 3.398879, 4.693517, 4.978103, 0.003585, 1.450198, 0.002018
B07b, N, 30.000000, 96.436142, 3.398879, 3.234163, 3.459139, 0.002486, 1.550923, 0.001849
B07b, N, 40.000000, 96.436142, 3.398879, 2.451810, 2.640588, 0.002039, 1.645865, 0.001846
B07b, N, 50.000000, 96.436142, 3.398879, 2.020044, 2.175784, 0.001292, 1.649705, 0.001385
B07c, Ar, 30.000000, 201.730103, 3.085860, 6.614378, 6.780698, 0.002670, 1.150739, 0.000968
B07c, Ar, 40.000000, 201.730103, 3.085860, 5.057166, 5.258210, 0.001722, 1.258182, 0.000740
B07c, Ar, 50.000000, 201.730103, 3.085860, 4.090387, 4.296875, 0.001538, 1.350175, 0.000794
B07c, H, 5.000000, 19.392254, 0.164865, 3.860010, 4.231163, 0.002432, 1.952128, 0.002443
B07c, H, 10.000000, 19.392254, 0.164865, 1.950780, 2.146723, 0.001141, 2.036927, 0.001828
B07c, H, 15.000000, 19.392254, 0.164865, 1.303598, 1.429344, 0.001062, 1.957866, 0.002337
B07c, H, 20.000000, 19.392254, 0.164865, 0.960465, 1.052536, 0.001102, 1.946524, 0.003048
B07c, He, 5.000000, 34.334000, 1.269804, 6.401001, 6.724059, 0.009557, 1.350106, 0.004350
B07c, He, 10.000000, 34.334000, 1.269804, 3.437221, 3.742300, 0.003825, 1.820419, 0.003413
B07c, He, 15.000000, 34.334000, 1.269804, 2.360365, 2.574452, 0.004221, 1.853976, 0.005142
B07c, He, 20.000000, 34.334000, 1.269804, 1.758938, 1.920436, 0.002299, 1.872719, 0.003520
